Ticker,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y.1,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change,GICS Sector
HYRE,-,-,-1.02,10.90%,17.18M,-10.59%,60.90M,-,-0.15,0.00%,13.34M,-3.35%,-16.70M,-,-0.12,36.00%,2.71%,34.11%,19.90M,3.06,31.70%,-15.97%,1.16,52.42%,0.11,31.45,77.90%,-158.40%,6.44,10.19%,0.41,8.46,-,-283.70%,0.88 - 4.18,31.56%,-,-,-,-186.60%,-17.22%,-,-,1.50,-,32.50%,293.18%,0.28,86,1.50,47.40%,-84.60%,44.11,5.99% 8.12%,Yes,1.05,-33.60%,-83.80%,0.38,3.47,Yes,0.58,Aug 13 AMC,-,310.69K,3.46,1.70,-7.53%,3.56%,30.29%,"118,034",-0.29%,Industrials
TRXC,-,-,-7.09,0.70%,99.88M,-12.08%,35.93M,-,-0.99,0.00%,79.41M,-22.25%,-142.70M,-,-0.23,5.60%,4.94%,-56.62%,4.00M,8.98,-124.30%,-42.41%,0.58,-9.49%,1.14,0.31,1.00%,-171.60%,-,-96.40%,-,-,-,-232.00%,0.28 - 11.70,-75.80%,-,-,-0.80%,-272.90%,-96.96%,2.46,-,2.30,84.30%,-,27.07%,0.05,160,3.40,-80.60%,-,39.81,9.23% 9.74%,Yes,0.05,77.60%,-,0.55,0.36,Yes,0.05,-,-,6.76M,0.36,2.00,-15.15%,-13.88%,-59.78%,"3,732,559",-0.39%,Healthcare
KIRK,-,-,-3.71,10.30%,13.99M,-6.84%,89.42M,-,-,11.18%,13.01M,13.10%,-51.80M,-,-,40.40%,14.85%,331.71%,551.50M,0.16,-,15.93%,0.87,515.65%,4.99,1.42,-,-11.60%,-,485.12%,2.38,2.97,15.00%,-62.80%,0.56 - 13.58,470.97%,-,-,-42.00%,-69.80%,-47.86%,1.69,-,0.50,3.50%,25.30%,1164.29%,1.59,1200,1.30,-40.40%,-12.30%,47.76,26.23% 21.87%,Yes,0.57,14.30%,-9.40%,1.18,6.93,Yes,0.57,Sep 03 BMO,-,2.22M,7.08,1.00,-17.20%,23.96%,206.93%,"2,609,246",2.16%,Consumer Discretionary
QUIK,-,-,-1.61,0.80%,11.06M,-6.81%,31.12M,-,-0.04,0.00%,10.06M,-14.00%,-13.50M,-,-0.19,26.60%,1.05%,-46.82%,9.40M,3.31,6.90%,92.28%,0.85,-32.66%,1.83,1.64,95.60%,-39.70%,-,-40.46%,2.55,1.18,20.00%,-96.40%,2.12 - 8.82,-49.83%,-,-,9.40%,-53.10%,-65.87%,1.87,-,1.50,-18.00%,53.50%,42.17%,0.24,81,1.70,4.80%,-,41.43,7.97% 6.61%,Yes,1.04,46.80%,-,0.41,2.94,Yes,0.04,Aug 05 AMC,-,123.55K,3.01,2.00,-7.98%,-11.80%,-31.69%,"50,100",2.38%,Information Technology
CBL,-,-,-1.56,10.50%,191.96M,-3.12%,34.59M,-,-0.55,-1.59%,157.96M,-27.80%,-283.40M,-,-0.20,38.40%,10.69%,-54.61%,669.10M,0.05,-23.80%,-36.23%,0.89,-54.87%,3.28,0.06,59.00%,-6.00%,-,-81.87%,0.65,0.28,4.90%,-39.00%,0.14 - 1.78,-82.56%,0.30,0.18,-23.40%,-0.40%,-89.71%,2.55,163.84%,-,-6.20%,68.90%,30.69%,0.03,493,-,-35.80%,-19.40%,43.25,8.73% 13.37%,Yes,5.99,-107.90%,-42.40%,0.24,0.18,Yes,5.99,Aug 06 AMC,-,18.94M,0.18,4.20,-9.18%,-16.70%,-64.06%,"4,525,443",-0.76%,Real Estate
NOVN,-,-,-0.48,0.40%,137.47M,-18.53%,54.51M,-,-0.15,0.00%,124.81M,-40.79%,-19.80M,-,-0.06,4.90%,4.52%,-18.14%,5.20M,10.48,-137.60%,-48.64%,0.20,-21.88%,0.00,-,53.30%,-53.00%,-,-84.79%,0.26,1.54,-,124.00%,0.22 - 3.72,-87.39%,-,-,-5.90%,128.90%,-89.29%,-0.23,-,4.00,112.90%,-,85.30%,0.06,42,4.00,18.20%,-,38.49,16.60% 10.77%,No,-,68.50%,-,0.35,0.42,Yes,-,-,-,28.60M,0.4,2.50,-22.60%,-32.05%,-49.63%,"10,060,825",-4.87%,Healthcare
BH,-,-,-39.88,1.41%,2.10M,-8.80%,271.84M,-,-,147.51%,0.25M,34.23%,-81.80M,-,-,84.00%,21.59%,12.48%,550.80M,0.49,153.90%,0.42%,3.71,16.58%,249.18,0.38,-,-7.70%,-,3.71%,42.68,2.24,-,-14.70%,37.85 - 124.99,-16.34%,-,1.52,-19.20%,-1.40%,-23.42%,2.19,-,0.50,-8.10%,27.30%,152.89%,6.11,10906,0.50,-42.70%,2.60%,59.36,5.77% 7.65%,No,0.46,91.30%,-14.90%,0.61,97.85,Yes,0.15,-,-,14.44K,95.72,-,2.35%,25.74%,13.17%,"8,823",-2.18%,Consumer Discretionary
TACT,-,-,-0.44,3.10%,7.54M,-6.46%,37.05M,54.67,0.09,6.26%,7.23M,8.19%,-3.30M,-,-0.34,52.00%,0.33%,-9.56%,38.40M,0.96,-90.40%,-1.66%,0.79,-43.12%,3.17,1.55,111.20%,-9.10%,4.00,-58.83%,0.41,11.95,20.00%,-12.70%,2.87 - 12.76,-55.15%,0.36,-,17.40%,1.90%,-61.43%,2.14,7.32%,1.40,-2.90%,45.20%,71.43%,0.31,134,3.60,-53.50%,-12.40%,48.91,3.76% 6.14%,Yes,0.09,-,-8.50%,0.8,4.85,Yes,0.09,Aug 05 AMC,-,29.80K,4.92,3.00,-4.74%,6.42%,-27.72%,"23,754",1.44%,Information Technology
CBMB,-,60.00,0.20,0.10%,3.54M,0.38%,45.60M,-,-,0.00%,3.27M,0.42%,0.80M,-,-,14.30%,0.09%,-2.83%,9.10M,5.01,32.90%,2.45%,0.61,-11.86%,15.21,0.79,-,0.30%,-,-8.12%,9.53,1.26,-,1.30%,10.14 - 13.80,-11.05%,-,-,-,11.80%,-13.02%,-,-,-,-,-,18.38%,0.09,44,-,-4.30%,79.80%,51.10,0.50% 0.77%,No,0.00,-15.60%,8.40%,3.96,12.0,Yes,0.00,-,0.00%,4.69K,12.0,-,-0.03%,-0.37%,-4.73%,"18,582",0.00%,Financial
HQI,-,-,-0.21,63.80%,13.53M,1.90%,95.21M,-,-,1.67%,4.73M,16.14%,-2.50M,-,-,3.70%,0.15%,16.33%,16.20M,5.88,-121.70%,-14.12%,1.13,3.25%,2.40,2.91,-,-6.00%,2.10,25.31%,0.73,9.52,-,-9.70%,5.00 - 7.25,-1.55%,0.20,-,-15.20%,-2.20%,-3.72%,0.71,2.87%,3.40,-29.60%,-,39.60%,0.22,30,3.40,-81.20%,-0.40%,60.61,1.64% 2.89%,No,0.00,140.50%,-16.80%,0.09,6.92,Yes,0.00,Aug 11 AMC,-,6.41K,6.98,-,5.73%,9.72%,8.06%,550,0.89%,Industrials
LGL,-,7.15,1.19,11.40%,5.21M,3.41%,44.71M,8.59,0.99,0.26%,3.72M,-9.28%,5.90M,0.36,0.26,27.50%,0.01%,-2.52%,33.10M,1.35,442.30%,-1.03%,0.01,-19.35%,7.42,1.15,20.73%,14.50%,12.00,-13.53%,4.20,2.02,20.00%,16.30%,7.36 - 16.55,-43.33%,-,13.97,26.90%,18.80%,-48.64%,1.03,-,6.70,6.70%,36.80%,15.56%,0.34,353,8.20,-9.00%,9.00%,50.04,1.96% 4.17%,No,0.00,-74.30%,17.90%,1.25,8.25,Yes,0.00,Aug 11 AMC,0.00%,20.88K,8.5,1.00,-1.24%,-0.98%,-20.05%,"26,031",3.03%,Information Technology
ALVR,-,-,-0.44,36.40%,62.08M,-11.57%,1.54B,-,-,14.80%,23.45M,-23.17%,-30.70M,-,-,-,0.20%,-,0.00M,-,-192.30%,-,0.08,-,-,-,-,-,-,-,1.87,13.28,-,-,18.15 - 45.28,-2.44%,-,-,-,51.80%,-45.30%,-,-,15.30,-,-,36.47%,4.56,21,15.30,-,-,-,14.12% 13.96%,Yes,-,-,-,0.45,28.15,Yes,-,-,-,591.81K,24.77,-,-27.29%,-24.20%,-24.20%,"264,635",-12.01%,Healthcare
PHX,-,-,-4.65,0.40%,16.40M,-1.56%,33.96M,-,-,368.67%,15.81M,-18.88%,-78.30M,-,-,56.00%,0.68%,-64.87%,27.70M,1.23,-,-12.13%,0.58,-57.43%,3.44,0.55,-,-18.20%,-,-84.53%,0.11,16.98,-,-29.30%,1.67 - 15.29,-83.14%,0.10,3.58,-29.40%,-55.40%,-87.64%,1.17,5.29%,1.90,-13.40%,70.10%,13.17%,0.17,22,1.90,-65.00%,-,39.04,9.84% 6.71%,Yes,0.53,-177.70%,-73.00%,1.12,1.93,Yes,0.50,Aug 13 AMC,-,185.20K,1.89,3.00,-10.41%,-18.97%,-65.64%,"208,022",-2.07%,Energy
STIM,-,-,-1.87,11.40%,18.75M,-22.26%,78.27M,-,-0.59,4.16%,14.84M,14.79%,-34.80M,-,-0.28,65.60%,3.83%,82.97%,54.60M,1.43,41.30%,-10.25%,0.51,112.69%,1.57,2.67,61.40%,-37.20%,5.75,-63.18%,2.89,1.45,-,-82.80%,1.25 - 12.20,-6.68%,-,-,-,-34.00%,-65.66%,-,-,1.40,-,75.20%,235.20%,0.49,114,1.50,-41.60%,-57.50%,48.35,14.29% 12.01%,No,1.17,-7.10%,-63.80%,0.27,4.25,Yes,0.00,Aug 04 BMO,-,1.11M,4.19,1.80,-13.13%,21.32%,36.22%,"298,307",-1.41%,Healthcare
CELC,-,-,-0.80,40.00%,10.26M,-8.17%,51.53M,-,-1.13,0.00%,5.02M,-9.28%,-8.20M,-,-0.23,20.30%,0.71%,-46.01%,-,-,2.60%,-8.83%,1.31,-23.59%,1.55,3.41,-37.80%,-42.80%,-,-68.94%,-,-,16.00%,-44.90%,4.03 - 18.91,-50.38%,-,-,-,-,-72.08%,-,-,19.20,-,-,31.02%,0.35,27,19.20,-,-,41.94,5.56% 5.61%,No,0.00,-27.40%,-,0.22,5.11,Yes,0.00,Jun 11 AMC,-,27.09K,5.28,2.00,-7.40%,-9.96%,-33.46%,"6,087",3.23%,Healthcare
VCNX,-,-,-1.82,2.50%,16.69M,-6.24%,95.53M,-,-1.80,234.01%,15.90M,-23.10%,-27.60M,-,-0.51,47.00%,0.26%,34.42%,0.40M,238.82,3.80%,-2.61%,0.07,6.67%,-1.77,-,-1.10%,-472.20%,-,-13.28%,-,-,-,108.80%,3.22 - 12.23,2.27%,-,-,-,122.20%,-59.44%,-,-,0.30,-,98.00%,54.04%,0.53,45,0.30,-,-,44.36,9.83% 9.35%,No,-,49.30%,-,0.18,5.09,Yes,-,-,-,564.46K,4.96,-,-10.08%,-9.92%,1.59%,"99,859",-2.55%,Healthcare
BLCM,-,-,-17.67,0.20%,5.05M,-15.83%,26.36M,-,-12.15,97.66%,5.04M,-30.44%,-86.60M,-,-3.15,23.20%,7.19%,-40.93%,5.20M,5.07,1.50%,-20.03%,7.35,-29.88%,-9.66,-,9.70%,-94.00%,-,-56.58%,-,-,-,487.80%,3.32 - 27.90,-59.61%,-,-,6.20%,-832.00%,-81.33%,2.00,-,0.90,32.00%,-,56.93%,0.45,107,0.90,-,-,31.74,10.75% 7.55%,Yes,-,-46.20%,-,1.53,4.79,Yes,-,Aug 06 AMC,-,49.36K,5.21,1.30,-17.95%,-25.49%,-38.29%,"75,599",8.77%,Healthcare
AVCO,-,-,-0.20,32.40%,78.89M,-18.71%,81.38M,-,-,0.00%,26.57M,-25.31%,-15.60M,-,-,3.40%,3.59%,-32.87%,1.50M,54.25,-122.80%,-4.61%,1.17,-12.13%,0.06,19.92,-,-148.00%,-,-39.34%,0.02,67.82,-,-309.90%,0.50 - 2.65,-38.08%,-,-,-,-251.70%,-54.91%,0.36,-,-,-,22.00%,139.00%,0.14,8,0.70,-25.00%,-,33.32,8.88% 10.38%,No,0.00,33.10%,-,0.41,1.27,Yes,0.70,-,-,814.03K,1.2,-,-22.60%,-27.04%,-25.90%,"334,932",-5.91%,Healthcare
PMD,-,-,-0.37,0.30%,5.52M,-2.99%,24.24M,-,-,0.00%,5.10M,-13.36%,-2.10M,-,-,48.70%,0.04%,-24.33%,29.40M,0.82,-66.20%,-0.65%,0.07,-39.55%,2.52,1.80,-,-7.80%,-,-44.70%,-,-,20.00%,-12.80%,4.43 - 10.69,-50.38%,-,-,-14.10%,7.60%,-57.53%,0.77,-,3.00,5.20%,35.20%,2.48%,0.22,204,3.00,-64.50%,-9.60%,37.80,3.08% 4.30%,No,0.32,-366.90%,-7.00%,0.22,4.5,Yes,0.27,-,-,28.60K,4.54,-,-6.62%,-9.79%,-33.63%,"6,181",0.87%,Healthcare
MIND,-,-,-1.45,5.00%,12.17M,2.55%,28.10M,-,-,14.76%,11.41M,-7.66%,-17.70M,-,-0.38,55.20%,0.59%,15.31%,40.20M,0.70,38.30%,-24.99%,0.44,37.71%,3.33,0.72,-,-30.00%,-,-30.14%,0.40,5.98,15.00%,-37.10%,0.70 - 3.96,-16.03%,-,-,-8.30%,-23.60%,-39.14%,2.07,-,1.80,-12.50%,37.50%,244.29%,0.17,232,3.40,-25.30%,-34.80%,54.66,7.55% 7.11%,Yes,0.00,-148.40%,-43.90%,0.42,2.28,Yes,0.00,Jun 10 AMC,-,150.50K,2.41,3.00,2.12%,9.25%,18.49%,"62,734",5.70%,Information Technology
PW,-,38.95,0.51,1.20%,1.91M,1.37%,39.16M,-,-,0.00%,1.33M,-19.88%,1.00M,-,-,24.70%,0.98%,-28.87%,3.00M,13.05,17.90%,52.66%,0.26,93.57%,5.38,3.71,-,2.90%,12.80,109.00%,5.20,3.84,-,10.10%,6.95 - 33.89,122.00%,-,-,18.60%,2.80%,-41.04%,0.32,-,7.70,4.60%,-,187.48%,1.96,1,7.70,100.00%,44.50%,37.64,10.44% 9.01%,No,2.34,170.40%,33.40%,1.02,20.05,Yes,2.28,-,0.00%,50.37K,19.98,-,-11.05%,-20.48%,22.43%,"51,567",-0.35%,Real Estate
NEOS,-,-,-0.38,2.10%,49.75M,-2.04%,32.91M,-,-0.05,0.00%,49.01M,-7.42%,-19.00M,-,-0.05,36.40%,4.57%,-22.24%,62.00M,0.53,78.80%,-8.00%,12.98,-50.45%,-0.33,-,83.90%,-22.70%,-,-63.91%,0.26,2.59,31.70%,197.30%,0.60 - 1.98,-56.03%,-,-,28.10%,-26.90%,-66.46%,1.55,-,0.50,143.30%,58.20%,10.67%,0.04,213,0.70,-16.00%,-17.80%,44.11,6.00% 6.31%,Yes,-,-46.30%,-30.60%,0.89,0.65,Yes,-,Aug 10 BMO,-,172.72K,0.66,2.20,-5.83%,-4.71%,-37.16%,"154,153",1.93%,Healthcare
VOLT,-,-,-1.08,4.10%,21.42M,2.65%,25.04M,4.64,0.25,44.84%,13.07M,-29.70%,-23.00M,-,-0.21,33.50%,0.74%,7.41%,916.60M,0.03,53.70%,-11.47%,0.21,-23.18%,2.01,0.58,127.50%,-9.90%,-,-60.00%,-,-,-,-56.40%,0.65 - 3.46,-53.23%,-,-,-34.70%,-12.00%,-66.47%,2.00,-,1.90,-10.20%,15.50%,78.46%,0.1,17100,1.90,-17.80%,-1.90%,42.55,5.31% 7.43%,Yes,1.37,-3.40%,-2.50%,0.17,1.16,Yes,1.37,Jun 16 AMC,-,455.20K,1.16,-,-6.70%,-12.02%,-26.22%,"78,255",0.00%,Industrials
ZSAN,-,-,-1.41,0.50%,54.93M,-15.53%,95.04M,-,-0.20,0.00%,-,0.00%,-35.40M,-,-0.12,14.20%,-,23.64%,-,-,38.70%,-19.10%,1.38,115.74%,0.34,4.00,66.70%,-79.80%,-,-36.15%,-,-,-,-227.60%,0.41 - 2.45,-10.53%,-,-,47.10%,-,-44.49%,3.16,-,0.70,-,-,235.80%,0.16,56,0.70,-,-,45.37,8.72% 10.52%,No,0.61,74.10%,-,1.11,1.37,Yes,0.40,-,-,4.22M,1.36,1.70,-14.60%,14.98%,28.58%,"4,671,358",-0.73%,Healthcare
CFBK,-,4.03,2.86,3.40%,5.74M,0.52%,72.63M,-,-,4.43%,5.19M,7.07%,15.50M,-,-,30.40%,0.07%,9.10%,38.50M,1.89,103.30%,9.35%,0.63,-22.52%,16.13,0.71,-,1.60%,-,-4.80%,13.11,0.88,-,19.50%,8.44 - 15.00,-17.49%,-,-,151.60%,20.20%,-23.27%,0.78,-,-,27.00%,-,36.37%,0.43,117,-,16.50%,61.60%,56.85,3.97% 3.23%,No,0.16,178.70%,39.20%,0.06,11.22,Yes,0.16,-,0.00%,5.80K,11.51,-,1.90%,8.17%,-3.84%,338,2.58%,Financial
ANNX,-,-,-0.22,-,35.41M,3.38%,888.44M,-,-,-,-,18.52%,-42.00M,-,-,-,-,-,-,-,-107.10%,-,0.11,-,-,-,-,-91.40%,-,-,0.94,26.68,-,43.40%,15.33 - 29.71,41.27%,-,-,-,-,-15.55%,-,-,5.50,-,-,63.67%,2.35,30,5.50,-,-,-,9.14% 11.56%,No,-,-41.60%,-,0.18,26.22,Yes,-,-,-,336.31K,25.09,-,0.60%,9.16%,9.16%,"61,515",-4.31%,Healthcare
PAND,-,-,-1.02,4.80%,29.34M,3.67%,555.99M,-,-1.64,0.00%,20.52M,2.43%,-27.00M,-,-0.61,-,0.17%,-,3.00M,185.33,-95.60%,-,0.14,-,-,-,0.00%,-,26.50,-,2.31,8.21,-,-,16.67 - 27.75,4.70%,-,-,-,56.50%,-31.72%,-,-,9.40,-,-,13.68%,0.94,43,9.40,-,-,-,4.32% 5.15%,No,-,-,-,0.26,19.21,Yes,-,-,-,253.30K,18.95,1.70,1.06%,3.37%,3.37%,"65,598",-1.35%,Healthcare
FBRX,-,-,-28.55,20.70%,11.20M,-10.82%,266.83M,-,-1.82,0.00%,4.02M,40.75%,-66.10M,-,-0.51,55.90%,2.48%,25.91%,-,-,-10.10%,-,1.59,-15.86%,6.82,3.90,80.10%,-181.40%,48.33,-43.82%,-,-,-,-459.20%,6.33 - 66.75,232.96%,-,-,-27.50%,-,-60.10%,0.38,-,8.20,-,-,320.70%,2.82,5,8.20,-,-,59.14,11.44% 11.06%,Yes,0.00,12.20%,-,1.23,27.54,Yes,0.00,Aug 10 AMC,-,62.78K,26.63,2.00,9.72%,33.31%,62.02%,"77,038",-3.30%,Healthcare
LXU,-,-,-4.04,1.60%,28.20M,-5.31%,59.09M,-,-1.65,3.71%,25.53M,94.55%,-113.50M,-,-0.93,38.10%,2.79%,32.10%,337.80M,0.17,8.00%,-45.95%,1.06,26.63%,7.36,0.29,37.70%,-10.30%,-,-56.94%,2.05,1.05,12.00%,-47.80%,1.00 - 6.76,-49.05%,-,-,-40.89%,-2.50%,-68.34%,3.04,-,1.60,-5.90%,-0.10%,114.00%,0.24,593,1.70,-13.60%,-13.90%,58.32,8.99% 16.42%,Yes,2.42,-526.40%,-33.60%,0.39,2.07,Yes,2.35,Jul 29 AMC,-,669.37K,2.14,-,3.41%,42.78%,-2.91%,"260,386",3.38%,Materials
CHRA,-,-,-1.35,3.20%,29.93M,11.57%,88.35M,9.20,0.33,-59.85%,8.83M,22.04%,-40.10M,-,0.07,77.30%,2.07%,66.11%,568.50M,0.16,-373.40%,2.13%,1.58,27.78%,1.17,2.56,228.00%,-10.60%,4.13,20.08%,1.03,2.91,-,-81.90%,1.28 - 3.83,22.54%,-,1.21,-,-9.60%,-21.93%,-,-,1.00,-,8.50%,133.59%,0.15,1461,1.10,10.10%,-2.10%,56.71,6.37% 6.26%,No,6.22,75.00%,-7.10%,0.11,3.0,Yes,5.11,Aug 12 BMO,-,115.56K,2.99,2.50,7.81%,10.49%,34.56%,"12,408",-0.33%,Industrials
OMEX,-,-,-1.42,2.40%,9.54M,46.06%,98.15M,-,-,13.41%,8.40M,92.84%,-13.50M,-,-,5.70%,18.24%,69.00%,3.00M,32.72,-85.40%,-1.26%,48.12,146.44%,-3.64,-,-,-255.20%,-,85.12%,0.02,490.73,-,44.20%,2.10 - 7.53,149.53%,-,-,21.50%,-208.60%,5.66%,2.37,-,0.00,18.40%,-,279.05%,0.61,14,0.00,-37.50%,-,79.73,15.48% 12.46%,Yes,-,-42.80%,-,21.94,7.02,Yes,-,-,-,31.82K,7.96,-,53.36%,70.61%,94.48%,"698,153",13.39%,Industrials
MLND,-,-,-2.95,11.30%,19.00M,-6.55%,29.44M,-,-1.63,0.00%,17.73M,-14.21%,-47.00M,-,-0.46,50.30%,2.87%,-32.62%,-,-,81.50%,-29.96%,0.43,-77.70%,2.33,0.67,23.50%,-72.70%,-,-67.09%,-,-,-,-94.10%,1.26 - 9.88,-76.71%,-,-,37.00%,-,-84.11%,1.31,-,5.40,-,-,24.60%,0.11,25,5.40,-,-,38.09,7.72% 6.07%,Yes,0.01,23.90%,-,0.37,1.62,Yes,0.00,Aug 10 BMO,-,1.18M,1.57,1.70,-14.22%,-12.82%,-64.33%,"434,806",-3.09%,Healthcare
VTGN,-,-,-0.42,0.10%,51.32M,-11.97%,46.24M,-,-0.34,65.09%,47.73M,-25.16%,-19.00M,-,-0.02,8.90%,6.80%,18.00%,-,-,44.20%,5.65%,1.32,44.66%,-0.11,-,-14.70%,-292.10%,1.00,-32.48%,0.02,30.83,-,360.30%,0.29 - 1.49,-11.89%,-,-,45.60%,-,-59.11%,0.30,-,0.80,-,-,106.49%,0.09,9,0.80,-,-,42.00,11.24% 11.70%,No,-,55.80%,-,0.4,0.64,Yes,-,-,-,2.46M,0.61,2.50,-18.80%,-12.92%,4.80%,"976,924",-4.31%,Healthcare
SBOW,-,-,-23.31,4.40%,11.91M,-9.18%,52.33M,1.20,3.72,-3.18%,10.89M,26.78%,-277.90M,-,0.61,78.60%,8.63%,-14.59%,220.10M,0.24,53.50%,-9.15%,5.15,151.41%,7.25,0.61,117.98%,-32.20%,6.00,-48.79%,0.56,7.93,5.00%,-88.10%,1.50 - 12.95,-55.05%,-,0.26,28.50%,14.60%,-65.64%,2.62,-,1.40,-12.00%,81.50%,196.67%,0.34,86,1.40,-66.80%,-,53.35,7.12% 8.24%,No,5.38,-567.70%,-,1.31,4.47,Yes,5.38,Aug 04 AMC,-,182.58K,4.45,2.30,0.67%,13.47%,-12.68%,"238,810",-0.45%,Energy
ESP,-,30.53,0.56,21.56%,2.40M,-0.64%,41.08M,-,-,0.00%,1.89M,-8.76%,1.30M,-,-,16.80%,0.02%,-12.21%,31.00M,1.33,-25.20%,-5.19%,0.16,-21.33%,12.74,1.35,-,3.70%,-,-29.87%,4.23,4.07,-,4.30%,16.26 - 25.98,-20.42%,1.00,14.67,13.90%,6.60%,-33.83%,0.30,5.82%,2.70,6.10%,19.10%,5.72%,0.42,145,5.50,-32.60%,4.80%,44.71,3.42% 2.13%,No,0.00,-111.20%,4.30%,0.93,16.79,Yes,0.00,-,176.90%,2.00K,17.19,3.00,-1.96%,-3.72%,-12.27%,"1,852",2.40%,Industrials
DAIO,-,-,-0.36,12.80%,8.30M,-2.92%,27.77M,-,-0.16,0.95%,7.57M,-14.40%,-3.00M,-,-0.07,40.60%,0.02%,-6.46%,19.10M,1.45,-176.30%,-0.56%,0.07,12.88%,2.45,1.36,48.40%,-10.80%,5.00,-12.37%,1.59,2.09,-,-14.00%,2.34 - 4.52,-21.59%,-,-,-24.90%,-6.10%,-26.33%,1.52,-,3.70,-0.30%,55.00%,42.31%,0.16,96,4.70,-19.00%,-14.60%,37.55,3.26% 3.98%,No,0.00,-935.40%,-15.40%,0.39,3.39,Yes,0.00,Aug 04 AMC,-,26.19K,3.33,-,-7.81%,-8.26%,-6.76%,"10,214",-1.77%,Information Technology
SHLO,-,-,-3.32,4.50%,23.79M,-33.77%,17.48M,-,-,1.05%,15.56M,-48.44%,-78.70M,-,-,24.80%,3.32%,-46.92%,923.80M,0.02,-364.00%,-36.28%,0.10,-71.12%,4.24,0.17,-,-11.70%,-,-82.95%,3.78,0.19,-6.20%,-50.50%,0.26 - 4.75,-79.72%,-,-,-22.30%,-1.20%,-84.80%,1.73,-,0.40,4.90%,7.20%,177.65%,0.19,3600,0.60,-42.20%,-6.20%,36.66,49.22% 18.55%,Yes,3.45,-,-8.50%,23.51,0.59,Yes,0.00,Jul 23 AMC,-,5.24M,0.72,3.00,-33.20%,-48.62%,-65.86%,"123,208,207",22.36%,Consumer Discretionary
CWBR,-,-,-0.36,32.47%,43.34M,13.18%,56.90M,-,-,0.04%,31.62M,-48.92%,-15.40M,-,-,9.90%,1.58%,-59.70%,-,-,20.00%,88.16%,0.84,-40.11%,0.18,5.89,-,-114.70%,-,-24.82%,0.23,4.63,-,-189.40%,0.85 - 4.25,-33.75%,-,-,-16.70%,-,-75.06%,2.38,-,2.20,-,-,24.71%,0.14,12,2.20,-,-,40.53,11.28% 8.67%,No,0.45,-32.50%,-,1.5,1.0,Yes,0.00,Aug 13 AMC,-,596.55K,1.06,-,-19.60%,-29.08%,-43.26%,"892,495",6.00%,Healthcare
CPST,-,-,-2.09,1.10%,11.02M,-8.33%,43.16M,-,-0.71,0.00%,10.83M,-10.88%,-18.20M,-,-0.22,7.60%,1.57%,30.95%,63.90M,0.68,-8.50%,-8.78%,0.74,88.73%,1.22,3.16,19.30%,-24.00%,5.83,-30.01%,1.45,2.66,25.00%,-117.90%,1.00 - 6.33,25.82%,-,-,32.50%,-41.00%,-39.17%,2.17,-,1.60,-9.80%,14.90%,285.00%,0.44,100,2.50,-26.00%,-20.40%,38.05,9.09% 9.94%,No,2.37,77.70%,-28.50%,1.33,4.07,Yes,2.34,Jul 09 AMC,-,230.49K,3.85,2.60,-20.84%,-4.53%,34.20%,"307,249",-5.41%,Industrials
SUP,-,-,-14.66,3.20%,25.56M,-1.89%,38.95M,-,-0.60,0.00%,23.49M,-7.73%,-370.30M,-,-0.34,38.80%,2.99%,-26.88%,1.11B,0.04,-400.00%,-10.47%,1.99,-7.73%,-2.08,-,73.30%,-29.10%,-,-50.79%,-,-,2.00%,-296.80%,0.90 - 4.45,-57.99%,-,3.45,22.13%,-6.20%,-65.17%,2.34,-,1.00,13.00%,3.90%,72.23%,0.1,8000,1.70,-58.90%,-28.00%,43.10,6.89% 6.00%,Yes,-,-,-33.40%,0.34,1.55,Yes,-,Aug 05 BMO,-,352.69K,1.55,2.00,-7.29%,-5.92%,-26.59%,"121,014",0.01%,Consumer Discretionary
SEAC,-,-,-0.12,4.10%,37.52M,-7.14%,47.07M,11.30,0.12,-0.93%,27.88M,-13.33%,-4.60M,-,-0.14,32.60%,4.57%,-40.37%,65.60M,0.72,77.20%,-23.72%,2.30,-59.63%,1.17,1.11,142.30%,-6.50%,-,-57.65%,0.27,4.90,-,-9.70%,1.25 - 4.98,-68.97%,-,-,21.90%,-17.90%,-73.89%,0.30,-,-,-10.30%,65.70%,4.00%,0.11,182,2.30,-18.80%,-10.10%,41.05,7.22% 6.58%,Yes,0.00,41.70%,-7.00%,0.65,1.34,Yes,0.00,Jun 11 AMC,-,554.05K,1.3,2.50,-7.80%,-10.38%,-53.90%,"359,519",-2.99%,Information Technology
