Ticker,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y.1,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change,GICS Sector
ARC,-,11.74,0.09,1.70%,42.67M,-2.70%,48.65M,-,-,2.27%,35.40M,-17.56%,4.00M,1.17,-,49.80%,0.79%,-0.92%,339.20M,0.14,-66.00%,-0.58%,0.49,-7.69%,3.35,0.32,-,1.10%,-,-24.48%,1.30,0.83,10.00%,2.80%,0.34 - 1.60,-22.30%,0.04,0.98,-15.40%,3.20%,-32.50%,1.72,3.70%,1.40,-2.00%,32.00%,217.65%,0.11,2300,1.60,-35.00%,3.30%,46.35,9.35% 6.72%,Yes,0.86,195.20%,1.20%,0.35,1.11,Yes,0.74,-,21.70%,574.53K,1.08,-,-9.55%,0.50%,2.70%,"202,637",-2.70%,Industrials
INTT,-,87.04,0.05,5.60%,10.25M,-3.19%,45.97M,14.55,0.32,1.91%,8.70M,6.82%,0.40M,5.80,0.06,51.60%,0.12%,20.05%,52.80M,0.87,-34.00%,-4.68%,0.32,27.37%,4.31,1.09,303.75%,0.70%,6.83,12.44%,0.76,6.21,15.00%,0.90%,2.08 - 6.20,-21.01%,-,41.79,-7.40%,5.10%,-24.13%,1.82,-,2.00,7.70%,46.60%,125.96%,0.32,198,2.90,-7.60%,0.40%,52.55,5.29% 6.62%,No,0.00,284.50%,0.80%,0.09,4.7,Yes,0.00,Aug 06 AMC,0.00%,32.26K,4.7,1.70,-3.05%,10.10%,8.67%,"2,842",0.00%,Information Technology
CSPI,-,-,-0.45,8.60%,4.05M,-6.38%,38.03M,-,-,0.00%,3.33M,12.62%,-1.80M,-,-,33.90%,0.04%,6.79%,68.40M,0.56,70.50%,-1.36%,0.28,-21.44%,7.03,1.26,-,-3.30%,-,-33.45%,4.67,1.90,-,-6.20%,4.51 - 15.85,-31.92%,-,27.16,-17.70%,-2.20%,-43.94%,1.81,-,2.50,-1.30%,26.10%,97.01%,0.56,176,2.90,-37.50%,-1.60%,49.35,5.03% 7.52%,No,0.21,-142.20%,-2.70%,0.21,8.77,Yes,0.11,Aug 11 BMO,-,4.75K,8.89,-,-2.34%,7.02%,-13.13%,"1,014",1.29%,Information Technology
CRIS,-,-,-0.91,15.51%,53.87M,-11.87%,52.70M,-,-0.48,0.00%,40.24M,-30.53%,-31.50M,-,-0.13,39.10%,1.16%,10.67%,11.20M,4.71,1.50%,123.50%,0.12,-14.25%,-0.77,-,27.30%,-84.50%,-,-49.37%,0.43,2.23,-,96.40%,0.62 - 3.59,-44.01%,-,-,2.30%,82.20%,-73.49%,2.24,-,2.90,0.30%,95.10%,53.52%,0.08,28,2.90,14.30%,-,27.60,6.93% 6.43%,Yes,-,22.00%,-,0.16,1.0,Yes,-,Aug 04 AMC,-,3.98M,0.95,2.00,-19.41%,-21.89%,-21.81%,"644,583",-4.82%,Healthcare
AXAS,-,-,-0.56,2.98%,167.24M,-11.17%,28.20M,-,-0.11,0.00%,162.91M,-10.15%,-93.00M,-,-0.02,16.80%,5.50%,-59.62%,77.50M,0.36,-213.40%,-44.36%,1.08,38.76%,0.37,0.49,23.10%,-25.20%,-,-64.25%,0.00,-,2.00%,-77.00%,0.09 - 0.68,-48.82%,-,-,-21.40%,-8.70%,-73.57%,3.46,-,1.20,-0.70%,65.40%,99.67%,0.02,65,1.20,-94.30%,-,44.64,5.70% 8.42%,Yes,3.25,-813.40%,-,0.49,0.18,Yes,3.24,-,-,8.27M,0.18,3.30,-5.42%,-13.36%,-22.35%,"4,072,167",-0.61%,Energy
LPCN,-,-,-0.50,1.10%,65.69M,-21.82%,84.75M,-,-0.02,43.76%,63.81M,-32.64%,-18.50M,-,-0.06,6.60%,4.04%,41.70%,0.20M,423.76,8.00%,18.05%,0.63,151.27%,0.26,4.96,97.10%,-90.80%,-,-59.94%,0.28,4.63,-,-221.30%,0.30 - 3.45,235.15%,-,-,20.60%,-96.30%,-62.61%,0.60,-,5.50,-,-,328.57%,0.2,12,5.50,-,-,36.54,12.56% 11.80%,Yes,0.48,53.90%,-,0.77,1.26,Yes,0.31,-,-,4.10M,1.29,2.50,-29.32%,-18.59%,58.69%,"3,175,636",2.38%,Healthcare
MACK,-,-,-0.17,3.36%,13.38M,-6.11%,53.63M,-,-,116.74%,12.95M,18.43%,-2.30M,-,-,51.50%,4.08%,17.37%,-,-,65.00%,-4.12%,11.83,26.86%,1.30,3.02,-,7.60%,4.00,-21.01%,-,-,5.60%,9.00%,1.49 - 5.51,24.44%,-,-,27.50%,-,-28.80%,2.65,-,8.30,-,-,163.09%,0.3,-,8.30,-,-,51.50,8.54% 8.85%,Yes,0.00,94.20%,-,0.61,3.99,Yes,0.00,-,0.00%,44.69K,3.92,3.50,-1.15%,9.56%,17.89%,"27,249",-1.75%,Healthcare
AMPY,-,-,-11.43,19.33%,37.60M,-11.02%,39.87M,-,-0.70,-3.72%,30.17M,-7.38%,-431.00M,-,0.08,67.80%,9.73%,-49.33%,244.20M,0.16,-162.90%,-13.63%,2.96,-19.86%,0.57,1.98,-492.30%,-62.60%,-,-81.10%,0.37,3.02,15.00%,-172.80%,0.49 - 7.91,-82.90%,0.50,-,-16.20%,-1.80%,-85.71%,4.15,44.25%,1.30,-19.10%,45.80%,129.44%,0.1,230,1.30,-40.80%,-,47.43,7.85% 7.81%,Yes,13.40,-236.70%,-,0.34,1.13,Yes,12.46,Aug 05 BMO,-,991.73K,1.13,3.00,-3.17%,-9.83%,-61.00%,"332,860",0.00%,Energy
TZOO,-,-,-0.87,58.95%,11.31M,-4.35%,85.90M,63.28,0.13,-13.72%,6.77M,25.36%,-9.90M,-,-0.08,30.00%,4.98%,-5.61%,79.70M,1.08,-7.30%,-21.49%,1.82,3.94%,-0.03,-,163.20%,-22.10%,7.50,-31.22%,2.36,3.36,19.80%,-208.10%,3.04 - 13.80,-26.07%,-,3.80,-17.10%,42.80%,-42.68%,2.03,-,0.70,-6.20%,86.20%,160.20%,0.49,418,0.70,-73.70%,-12.50%,62.22,6.66% 7.02%,Yes,-,-291.50%,-16.40%,0.32,7.99,Yes,-,Jul 30 BMO,-,184.94K,7.91,2.00,8.62%,23.58%,6.01%,"60,053",-1.00%,Consumer Discretionary
VALU,-,16.20,1.62,89.81%,9.63M,-0.19%,253.27M,-,-,0.01%,0.98M,1.15%,15.70M,-,-,7.70%,1.16%,-14.53%,40.30M,6.28,41.00%,-2.75%,2.22,-14.75%,5.56,4.73,-,15.00%,-,2.73%,3.54,7.43,-,30.00%,18.40 - 36.60,-9.03%,0.84,-,16.90%,5.90%,-28.15%,-0.11,3.19%,1.50,2.60%,87.70%,42.93%,1.2,161,1.50,6.50%,22.60%,48.87,3.11% 4.33%,No,0.04,23.10%,38.90%,0.13,26.48,Yes,0.04,-,49.30%,5.11K,26.3,-,-2.14%,0.84%,-8.01%,677,-0.68%,Financial
UONEK,-,-,-0.55,25.00%,44.81M,-17.50%,53.79M,-,-,0.00%,19.10M,-38.51%,-24.30M,-,-,20.40%,1.58%,1.54%,387.80M,0.14,-99.30%,-37.01%,0.05,-40.66%,3.56,0.28,-,-2.00%,-,-45.60%,1.28,0.77,-,-14.10%,0.56 - 6.84,-47.89%,-,0.93,15.00%,7.20%,-85.53%,1.00,-,1.70,-0.20%,69.40%,76.16%,0.13,999,1.70,-37.50%,8.70%,31.97,11.64% 8.82%,No,5.57,-79.60%,-6.30%,0.1,1.03,Yes,5.26,Jul 30 BMO,-,6.15M,0.99,-,-25.11%,-36.88%,-35.29%,"621,535",-3.88%,Communication Services
HDSN,-,-,-0.20,0.30%,42.63M,1.77%,49.46M,46.00,0.03,-10.41%,27.64M,0.00%,-8.60M,-,0.03,36.90%,7.61%,27.78%,155.40M,0.32,53.50%,-7.67%,8.26,40.59%,1.05,1.10,81.80%,-4.50%,1.15,104.41%,0.18,6.26,30.00%,-18.40%,0.50 - 1.54,17.65%,-,1.29,36.28%,-11.40%,-25.32%,1.23,-,0.70,23.80%,21.60%,132.32%,0.11,234,1.50,-14.80%,-0.30%,49.11,7.09% 10.21%,Yes,2.29,117.20%,-5.50%,0.36,1.12,Yes,1.80,Aug 05 AMC,-,254.77K,1.15,3.00,-5.57%,3.52%,30.14%,"92,366",2.68%,Materials
IMBI,-,-,-3.91,4.10%,9.53M,-8.74%,62.40M,-,-1.57,384.88%,5.09M,38.43%,-30.90M,-,-0.64,9.20%,0.38%,71.11%,459.10M,0.14,-125.00%,-1.17%,0.09,141.57%,1.83,3.37,32.50%,-14.20%,5.00,-0.65%,1.85,3.34,30.00%,-145.80%,1.35 - 8.86,54.39%,-,7.09,-44.99%,-59.80%,-30.47%,2.71,-,0.70,-5.70%,34.90%,356.30%,0.63,862,1.20,-5.30%,-5.70%,51.20,9.09% 10.57%,No,3.15,107.90%,-6.70%,1.36,6.4,Yes,2.99,Aug 18 BMO,-,209.58K,6.16,2.00,-4.07%,29.13%,73.01%,"285,046",-3.75%,Consumer Discretionary
KEQU,-,-,-1.71,1.10%,2.75M,0.81%,25.76M,-,-,0.00%,2.33M,-9.24%,-4.70M,-,-,41.30%,0.19%,1.24%,147.50M,0.17,-396.90%,-1.51%,1.02,-11.40%,13.97,0.69,-,-5.20%,-,-39.58%,1.64,5.86,-,-10.80%,6.96 - 19.57,-28.79%,-,36.80,-26.80%,-9.50%,-51.06%,0.40,-,1.40,4.40%,15.90%,37.60%,0.41,912,2.00,-1.20%,-1.60%,48.90,4.86% 4.10%,No,0.13,11.30%,-3.20%,0.43,9.09,Yes,0.00,Sep 08 AMC,-,4.33K,9.58,-,-3.18%,-0.85%,-12.64%,"1,879",5.39%,Consumer Discretionary
BXRX,-,-,-7.61,1.60%,17.69M,19.06%,62.76M,-,-1.68,18.10%,14.45M,-4.89%,-88.40M,-,-0.73,44.30%,11.47%,-22.66%,0.30M,209.19,57.10%,-21.66%,2.54,-40.36%,-3.36,-,70.70%,-147.40%,-,-,2.08,1.59,-,239.80%,2.16 - 10.14,-52.17%,-,-,-,-,-67.36%,-,-,2.10,-,-86.20%,53.24%,0.34,24,2.10,-,-,53.73,16.17% 10.57%,Yes,-,-47.60%,-,1.11,3.56,Yes,-,Aug 10 BMO,-,652.67K,3.31,1.70,12.73%,-0.94%,-30.93%,"722,534",-7.02%,Healthcare
COCP,-,-,-1.59,38.38%,52.14M,-14.17%,46.52M,-,-0.18,0.00%,17.94M,-56.26%,-55.10M,-,-0.05,17.20%,4.19%,-9.02%,1.90M,24.48,13.70%,12.77%,0.15,-35.01%,0.71,1.28,0.00%,-119.00%,-,-52.10%,0.38,2.41,-,-126.70%,0.39 - 3.04,83.61%,-,-,-,-187.60%,-70.07%,-0.20,-,6.80,273.80%,-,135.64%,0.2,11,6.80,0.00%,-,26.57,9.16% 10.17%,No,0.00,-39.90%,-,0.27,0.86,Yes,0.00,-,-,4.95M,0.91,2.00,-42.09%,-47.27%,-12.04%,"1,356,215",6.11%,Healthcare
CPIX,-,-,-0.42,42.90%,15.24M,0.31%,48.95M,10.03,0.32,0.11%,8.65M,-5.31%,-6.40M,-,-0.07,27.60%,1.11%,-5.59%,42.00M,1.17,48.50%,-11.11%,2.82,-23.21%,3.18,1.01,255.56%,-4.80%,-,-34.89%,-,-,30.00%,-9.70%,3.10 - 6.10,-37.67%,-,9.60,-29.50%,-5.10%,-47.38%,0.40,-,1.70,5.20%,78.60%,3.55%,0.15,94,2.00,2.10%,-14.90%,44.15,6.10% 4.59%,No,0.35,-27.70%,-11.60%,0.44,3.2,Yes,0.35,Aug 11 AMC,-,33.88K,3.21,-,-3.13%,-2.45%,-20.23%,"14,745",0.31%,Healthcare
BSBK,-,60.83,0.12,0.80%,12.65M,-0.27%,93.95M,-,-,8.42%,5.74M,-8.52%,1.50M,-,-,9.40%,2.26%,-23.96%,23.40M,4.02,-41.30%,54.75%,4.33,-18.89%,9.99,0.73,-,0.20%,-,-,4.52,1.61,-,1.50%,6.07 - 11.97,-37.01%,-,19.99,-10.50%,13.80%,-39.01%,-,-,-,5.50%,-,20.26%,0.27,40,-,0.00%,49.90%,46.93,3.74% 3.24%,No,0.00,139.90%,6.50%,0.54,7.03,Yes,0.00,-,0.00%,29.92K,7.3,-,-1.41%,-7.37%,-16.11%,"16,124",3.84%,Financial
SOHO,-,-,-2.46,12.79%,14.30M,-8.21%,28.46M,-,-0.76,0.00%,12.99M,-15.17%,-35.00M,-,-0.82,22.40%,1.73%,-57.11%,129.40M,0.22,-2.40%,-21.13%,1.35,-42.68%,4.98,0.38,78.90%,-7.20%,2.75,-71.81%,1.23,1.54,0.00%,-38.00%,1.43 - 6.92,-71.97%,-,-,-50.40%,3.80%,-72.54%,1.77,-,-,8.60%,59.50%,32.87%,0.12,13,-,-89.70%,-7.00%,31.88,6.13% 5.58%,No,5.17,-,-27.00%,0.45,1.9,Yes,5.17,Aug 10 BMO,-,166.60K,1.9,2.00,-12.05%,-16.41%,-49.35%,"75,327",0.01%,Real Estate
BKSC,-,12.61,1.31,8.70%,5.53M,1.29%,92.07M,-,-,6.41%,3.66M,-2.37%,7.30M,-,-,6.50%,0.05%,-4.90%,18.90M,4.87,5.70%,7.40%,0.45,-2.37%,9.76,1.69,-,1.60%,-,-10.24%,-,-,-,-,11.43 - 19.45,-12.14%,0.64,-,10.50%,30.70%,-15.17%,0.49,3.88%,-,7.10%,-,44.42%,0.47,79,-,-3.90%,94.70%,51.53,1.61% 2.39%,No,-,-18.50%,38.70%,0.09,16.54,Yes,-,-,47.50%,4.43K,16.5,-,-0.20%,-0.16%,-3.14%,382,-0.24%,Financial
RNWK,-,-,-0.58,0.20%,38.24M,-6.77%,46.43M,-,-,0.00%,22.44M,-18.95%,-22.10M,-,-,28.00%,2.42%,-26.19%,172.00M,0.27,20.80%,-30.96%,0.55,30.55%,1.03,1.20,-,-13.60%,-,-15.07%,-,-,-,-53.30%,0.32 - 2.24,3.33%,-,-,23.40%,-67.00%,-44.64%,1.60,-,0.60,2.00%,42.90%,287.50%,0.1,453,0.60,-8.60%,-12.90%,40.27,6.51% 6.79%,Yes,0.33,44.90%,-12.80%,0.26,1.23,Yes,0.22,Aug 05 AMC,-,991.09K,1.24,-,-7.19%,-12.13%,2.64%,"260,642",0.81%,Communication Services
REED,-,-,-0.31,1.80%,59.52M,-11.94%,58.21M,-,-0.09,31.61%,55.49M,-29.02%,-12.70M,-,-0.03,31.10%,1.67%,-17.30%,36.30M,1.60,-12.90%,16.67%,1.07,34.94%,0.05,19.02,29.40%,-77.80%,-,-47.16%,0.02,52.92,20.00%,-,0.36 - 1.83,4.52%,-,-,-51.20%,-,-48.06%,1.68,-,0.60,-4.90%,24.70%,163.32%,0.1,28,1.20,14.70%,-31.80%,39.40,6.89% 8.53%,Yes,3.00,77.80%,-35.10%,0.19,0.96,Yes,0.14,Aug 10 AMC,-,862.62K,0.95,2.00,-14.14%,-10.76%,10.98%,"166,362",-1.28%,Consumer Staples
SFBC,-,11.57,2.52,4.80%,2.56M,0.75%,71.17M,-,-,-0.76%,2.20M,3.14%,6.50M,-,-,40.60%,0.10%,32.58%,34.90M,2.04,13.70%,1.75%,0.75,-21.03%,31.34,0.93,-,0.90%,-,-14.36%,53.98,0.54,-,8.40%,17.00 - 37.79,-18.53%,0.60,54.75,9.70%,32.70%,-22.81%,1.02,2.06%,-,10.10%,-,71.58%,1.12,117,-,4.80%,75.00%,58.68,3.37% 2.36%,No,0.00,16.80%,18.70%,1.8,30.57,Yes,0.00,-,22.60%,2.80K,29.17,-,6.38%,12.39%,-3.48%,"5,047",-4.60%,Financial
UG,-,15.33,0.97,6.30%,4.59M,-2.43%,67.24M,-,-,0.00%,2.88M,-0.60%,4.40M,-,-,27.00%,0.09%,-7.50%,13.40M,5.02,9.40%,-0.24%,0.33,-3.89%,2.32,6.38,-,34.10%,-,-22.29%,2.03,7.31,-,39.90%,10.65 - 20.89,-24.63%,0.84,28.02,3.30%,38.90%,-29.10%,0.05,5.67%,5.20,0.20%,58.50%,39.06%,0.7,23,6.00,-9.10%,39.40%,47.81,4.08% 4.59%,No,0.00,10.00%,33.10%,1.7,14.7,Yes,0.00,Aug 07 BMO,100.40%,7.62K,14.81,-,-2.81%,-0.61%,-7.96%,"12,943",0.75%,Consumer Staples
BBW,-,-,-1.49,8.30%,14.93M,34.02%,47.45M,38.00,0.09,0.00%,13.04M,35.15%,-22.10M,-,-0.81,69.10%,15.72%,3.19%,300.80M,0.16,101.40%,6.24%,14.58,9.12%,4.59,0.70,104.10%,-7.60%,-,31.84%,1.49,2.17,30.00%,-27.00%,1.01 - 5.68,-0.31%,-,39.54,-59.30%,0.30%,-43.13%,2.08,-,0.40,-2.20%,42.60%,219.80%,0.19,1000,1.00,-44.80%,-6.50%,74.63,9.64% 5.76%,Yes,0.00,-,-7.40%,2.4,2.93,Yes,0.00,Sep 01 BMO,-,140.63K,3.23,1.50,31.94%,40.36%,17.52%,"337,377",10.24%,Consumer Discretionary
HBP,-,-,-0.59,20.74%,26.00M,-3.43%,58.91M,-,-,0.00%,19.13M,36.36%,-15.10M,-,-,45.10%,1.97%,38.04%,791.10M,0.07,-250.80%,-0.24%,1.11,99.12%,1.39,1.62,-,-4.80%,-,5.63%,0.07,32.73,14.00%,-36.60%,0.49 - 3.00,46.10%,-,1.70,-40.10%,-8.20%,-25.00%,2.86,-,1.10,5.40%,20.20%,356.39%,0.24,1364,2.30,-12.10%,-1.20%,56.18,6.22% 6.91%,Yes,3.52,115.10%,-1.90%,0.1,2.27,Yes,3.47,Aug 03 AMC,-,339.78K,2.25,-,-4.19%,28.28%,59.44%,"35,447",-0.88%,Industrials
CLXT,-,-,-1.36,1.10%,33.04M,-1.29%,173.61M,-,-1.05,-2.32%,10.29M,3.27%,-44.80M,-,-0.28,23.20%,3.46%,5.29%,11.40M,15.23,-32.80%,3.56%,3.19,37.34%,1.32,4.07,15.30%,-54.50%,6.57,-9.44%,1.05,5.14,-,-77.70%,2.40 - 8.41,-23.40%,-,-,-,-48.90%,-36.15%,-,-,8.30,-,-59.00%,123.75%,0.46,75,9.40,475.00%,-,46.46,6.00% 8.92%,No,0.46,-14.90%,-,0.97,5.42,Yes,0.45,Aug 06 BMO,-,111.60K,5.37,2.40,-12.42%,1.79%,4.44%,"108,231",-0.92%,Consumer Staples
AIRI,-,-,-0.05,21.10%,30.55M,-1.79%,34.57M,13.75,0.08,0.00%,22.68M,-17.29%,-1.40M,-,-0.02,24.20%,0.21%,-10.57%,49.30M,0.70,71.70%,-1.51%,0.63,0.92%,0.38,2.89,366.70%,-3.00%,-,-20.86%,0.07,16.46,-,-14.00%,0.60 - 3.36,-52.17%,-,-,-24.00%,0.60%,-67.26%,1.28,-,0.30,-3.20%,15.20%,83.33%,0.07,159,1.30,-36.60%,-2.60%,35.83,5.90% 5.12%,No,2.27,-102.90%,-3.20%,0.57,1.12,Yes,0.38,-,-,75.73K,1.1,1.00,-9.94%,-11.37%,-18.68%,"42,883",-1.79%,Industrials
APDN,-,-,-4.07,4.80%,4.58M,0.13%,37.87M,-,-0.88,-,4.36M,-30.26%,-10.40M,-,-0.36,12.50%,13.43%,-2.67%,3.30M,11.48,38.90%,-3.13%,0.46,80.85%,1.92,3.98,68.90%,-105.10%,-,-42.13%,2.20,3.47,-,-186.00%,2.52 - 19.69,82.58%,-,-,24.20%,-,-61.15%,1.24,-,4.80,14.60%,73.10%,203.57%,0.72,51,5.00,-81.00%,-,40.52,6.50% 7.13%,No,0.27,53.70%,-,0.17,7.53,Yes,0.23,Aug 06 AMC,-,1.27M,7.65,2.00,-12.49%,-15.13%,20.11%,"215,638",1.59%,Industrials
KERN,-,-,-1.95,2.00%,12.47M,-24.03%,79.36M,-,-0.82,-36.05%,10.32M,-29.28%,-18.30M,-,-0.34,11.70%,3.54%,-56.55%,13.30M,5.97,-488.30%,87.86%,2.63,5.37%,2.55,1.85,42.70%,-63.90%,-,-39.62%,0.85,5.55,-,-75.90%,3.16 - 13.50,-44.13%,-,-,-,-57.00%,-65.11%,-,-,3.80,-,58.30%,49.05%,0.48,93,3.80,34.80%,-,26.59,11.50% 8.88%,Yes,0.00,-3.70%,-,0.71,4.88,Yes,0.00,-,-,138.78K,4.71,2.00,-21.09%,-30.15%,-38.47%,"98,715",-3.48%,Healthcare
MBOT,-,-,-1.43,8.29%,7.10M,-5.35%,46.56M,-,-1.25,-2.43%,6.80M,-7.81%,-7.80M,-,-0.28,13.30%,3.97%,-11.89%,-,-,32.10%,-15.48%,0.40,-1.85%,4.00,1.59,-9.60%,-28.50%,-,-9.77%,-,-,-,-32.50%,4.30 - 20.15,-37.36%,-,-,71.10%,-,-68.39%,4.21,-,33.80,-,-,48.14%,0.63,8,33.80,-,-,42.58,5.89% 9.61%,No,0.00,27.00%,-,0.64,6.15,Yes,0.00,-,-,669.31K,6.37,2.00,-13.37%,-8.91%,-14.38%,"428,955",3.58%,Healthcare
SNSS,-,-,-0.21,0.18%,111.42M,-54.19%,230.95M,-,-0.13,6.16%,65.91M,-55.33%,-23.40M,-,-0.04,24.60%,7.34%,-68.84%,2.20M,104.98,64.20%,-41.12%,3.01,-86.13%,0.04,33.50,-15.00%,-68.90%,-,-86.73%,-,-,-,-183.60%,1.36 - 11.30,-60.32%,-,-,42.60%,-109.80%,-88.14%,1.76,-,2.60,-18.40%,-,-1.47%,0.31,24,2.60,-,-,24.50,23.16% 11.91%,Yes,1.28,33.70%,-,1.04,1.43,Yes,0.00,Aug 11 AMC,-,1.60M,1.34,3.00,-51.87%,-54.38%,-70.06%,"1,670,646",-6.29%,Healthcare
IO,-,-,-1.81,3.80%,14.24M,-6.67%,25.95M,-,-1.87,22.63%,10.73M,-24.17%,-25.70M,-,-0.48,43.50%,11.23%,-52.48%,175.10M,0.15,34.40%,-8.86%,2.35,-9.90%,-3.21,-,-206.60%,-10.40%,-,-78.64%,4.38,0.42,18.00%,69.40%,1.13 - 10.22,-79.03%,-,0.75,21.90%,-38.40%,-82.19%,3.97,-,0.80,-19.30%,42.10%,61.06%,0.21,519,0.90,-45.70%,-3.00%,37.52,13.28% 9.51%,Yes,-,40.10%,-14.70%,0.32,1.89,Yes,-,Aug 05 AMC,-,513.12K,1.82,3.00,-15.87%,-24.11%,-52.52%,"166,401",-3.70%,Energy
SRTS,-,-,-0.36,0.10%,16.42M,-5.66%,41.60M,-,-0.11,0.00%,11.37M,-13.19%,-5.90M,-,-0.14,8.70%,1.22%,-19.09%,17.20M,2.42,26.90%,-14.17%,5.83,-17.49%,1.34,1.87,81.70%,-17.40%,-,-60.82%,1.14,2.20,-,-23.10%,1.76 - 6.48,-29.38%,-,37.82,21.00%,-7.00%,-61.42%,0.16,-,4.50,36.20%,61.90%,42.02%,0.19,53,5.60,-84.00%,-35.10%,30.50,5.71% 5.89%,No,0.05,-,-34.00%,0.64,2.52,Yes,0.05,Aug 06 AMC,-,23.83K,2.5,2.00,-12.51%,-14.48%,-21.26%,"15,349",-0.79%,Healthcare
INOD,-,-,-0.06,10.22%,24.41M,-3.35%,50.15M,-,-,1.20%,21.90M,36.48%,-1.40M,-,-,20.10%,0.12%,36.48%,56.90M,0.88,-535.60%,0.97%,0.20,83.63%,1.04,1.94,-,-2.80%,-,60.31%,0.54,3.72,20.00%,-5.30%,0.75 - 2.68,77.18%,-,16.72,-10.00%,-5.10%,-24.63%,1.44,-,1.50,-1.10%,33.90%,169.32%,0.21,3599,1.50,2.20%,0.30%,53.73,8.40% 12.65%,Yes,0.28,9.60%,-2.50%,0.79,2.17,Yes,0.21,-,-,133.80K,2.02,-,2.59%,23.48%,59.93%,"105,756",-6.92%,Information Technology
ACOR,-,-,-4.67,1.49%,47.71M,-12.69%,22.00M,-,-1.84,0.00%,47.18M,-37.10%,-221.80M,-,-0.31,61.30%,21.24%,-55.12%,159.90M,0.14,4.70%,-40.20%,4.29,-53.83%,6.10,0.08,-12.20%,-28.10%,-,-82.85%,1.44,0.33,29.00%,-74.60%,0.50 - 4.46,-76.46%,-,-,16.45%,-48.20%,-89.23%,1.45,-,0.90,-13.70%,83.00%,-4.06%,0.05,344,1.10,-32.90%,-,28.78,8.75% 7.59%,Yes,0.77,36.90%,-,0.77,0.52,Yes,0.54,Aug 04 AMC,-,2.33M,0.48,3.00,-20.82%,-29.21%,-60.21%,"1,796,210",-8.43%,Healthcare
DWSN,-,-,-0.06,2.20%,23.34M,6.75%,39.92M,-,-,2.02%,21.59M,-4.40%,-1.30M,-,-,62.40%,0.27%,-13.43%,139.00M,0.29,38.40%,-3.30%,1.14,16.78%,4.52,0.38,-,-1.00%,-,-17.54%,1.39,1.25,41.80%,-1.30%,0.84 - 2.93,-27.50%,-,17.35,11.90%,-14.90%,-40.61%,1.96,-,6.20,4.20%,-,107.07%,0.11,455,6.20,22.40%,-1.20%,54.25,7.82% 5.67%,Yes,0.02,113.10%,-1.00%,0.15,1.8,Yes,0.00,Jul 30 BMO,-,51.97K,1.74,-,2.05%,3.80%,-2.40%,"8,041",-3.33%,Energy
CABA,-,-,-1.08,14.29%,23.02M,-9.91%,233.68M,-,-2.27,0.00%,22.78M,-21.04%,-25.70M,-,-0.46,69.10%,3.96%,13.26%,-,-,-71.30%,3.68%,5.83,-22.15%,5.41,1.83,-26.80%,-21.40%,-,-,5.08,1.95,-,-27.90%,5.51 - 19.63,-29.06%,-,-,-,-,-49.52%,-,-,37.80,-,-,79.85%,0.88,31,37.80,-,-,37.38,8.49% 7.63%,No,0.00,-137.80%,-,0.46,10.07,Yes,0.00,-,-,154.83K,9.91,2.00,-13.11%,-15.17%,-10.78%,"71,264",-1.59%,Healthcare
BRID,-,24.09,0.74,0.40%,9.08M,0.45%,159.49M,-,-,1.10%,1.73M,9.42%,6.70M,-,-,7.00%,1.30%,1.43%,190.80M,0.84,-32.30%,0.32%,6.56,1.31%,7.92,2.24,-,4.90%,7.93,-48.09%,1.42,12.56,-,9.70%,14.06 - 35.98,-28.28%,-,-,28.50%,8.00%,-50.58%,0.16,-,2.10,7.20%,30.50%,26.46%,0.59,564,3.10,-2.60%,2.70%,55.72,3.27% 3.10%,No,0.43,183.50%,3.50%,0.13,17.96,Yes,0.36,-,0.00%,3.41K,17.78,-,1.68%,5.07%,-8.98%,442,-1.00%,Consumer Staples
RNET,-,-,-1.60,3.00%,20.51M,-5.80%,83.47M,-,-1.52,0.00%,14.93M,74.55%,-32.20M,-,-0.35,71.30%,7.23%,70.28%,237.20M,0.35,70.20%,-19.46%,0.65,49.39%,0.59,8.25,-280.00%,-13.80%,-,-37.64%,0.91,5.35,3.00%,-108.80%,0.77 - 8.85,-26.21%,-,-,-25.40%,-8.30%,-44.97%,2.17,-,1.50,-6.00%,37.40%,532.47%,0.52,625,1.70,-11.40%,-8.40%,63.73,15.65% 13.78%,Yes,9.50,34.70%,-13.60%,0.34,5.0,Yes,8.78,Aug 06 AMC,-,1.65M,4.87,1.00,17.96%,65.05%,50.48%,"565,417",-2.60%,Energy
